GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,0.001707768,0.00171,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,0.017252029,0.01725,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,0.029144012,0.02914,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGELT1,<1 year,,FMLE,Female,,,,,,,,0.027227292,0.02723,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,0.002107294,0.00211,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,0.010805324,0.01081,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,0.015400583,0.01540,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,0.157328991,0.15733,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,1,1.00000,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,0.005439901,0.00544,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,0.009847586,0.00985,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,0.051869209,0.05187,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,0.112918563,0.11292,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_UMI,2010,2010,Upper-middle-income,,DOM,Dominican Republic,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,0.271456324,0.27146,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,0.001262854,0.00126,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,0.004800737,0.00480,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,0.036832378,0.03683,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_UMI,2015,2015,Upper-middle-income,,DOM,Dominican Republic,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,0.075097542,0.07510,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGELT1,<1 year,,FMLE,Female,,,,,,,,0.021419382,0.02142,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,0.001280524,0.00128,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,0.002293742,0.00229,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,0.012048104,0.01205,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,0.026820122,0.02682,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_UMI,2019,2019,Upper-middle-income,,DOM,Dominican Republic,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,1,1.00000,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,0.007988843,0.00799,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,0.009995082,0.01000,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,0.016020162,0.01602,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,0.023843324,0.02384,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,0.130429961,0.13043,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_UMI,2000,2000,Upper-middle-income,,DOM,Dominican Republic,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,0.251466423,0.25147,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,0.00707663,0.00708,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,0.013497219,0.01350,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_UMI,2005,2005,Upper-middle-income,,DOM,Dominican Republic,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,0.089014218,0.08901,,,,,
GBD_DALYRTAGE,"Age-standardized DALYs (per 100,000)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/157,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,2012,2012,,,DOM,Dominican Republic,,,,,,,,GHE001,Communicable & other Group I,,,,,"6,243",6242.64404,,,,,
GBD_DALYRTAGE,"Age-standardized DALYs (per 100,000)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/157,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,2012,2012,,,DOM,Dominican Republic,,,,,,,,GHE060,Noncommunicable diseases,,,,,"18,424",18423.72070,,,,,
GBD_DALYRTAGE,"Age-standardized DALYs (per 100,000)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/157,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,2012,2012,,,DOM,Dominican Republic,,,,,,,,GHE151,Injuries,,,,,"4,931",4930.98584,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,212,212.40860,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,257,257.09720,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,169,168.71560,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,214,214.09850,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,PUBLISHED,Published,,2002,2002,,AMR,Americas,,,2002,2002,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,258,258.19110,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,PUBLISHED,Published,,2006,2006,,AMR,Americas,,,2006,2006,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,160,160.42240,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,PUBLISHED,Published,,2006,2006,,AMR,Americas,,,2006,2006,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,207,206.86680,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,PUBLISHED,Published,,2007,2007,,AMR,Americas,,,2007,2007,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,246,245.64290,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,PUBLISHED,Published,,2007,2007,,AMR,Americas,,,2007,2007,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,155,154.50000,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,2012,2012,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,215,214.67830,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,2012,2012,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,126,125.82300,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,2012,2012,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,171,170.92960,,,,,
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/64,PUBLISHED,Published,,2013,2013,,AMR,Americas,,,2013,2013,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,212,211.60430,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,MONTHS1-59,1-59 months,,,,,,,,CH2,HIV/AIDS,,0.1,0.09653,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDS,,0,0.04099,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,MONTHS1-59,1-59 months,,,,,,,,CH5,Tetanus,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,MONTHS1-59,1-59 months,,,,,,,,CH7,Meningitis/encephalitis,,0,0.03155,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,DAYS0-27,0-27 days,,,,,,,,CH9,Acute lower respiratory infections,,0.1,0.05631,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,DAYS0-27,0-27 days,,,,,,,,CH11,Birth asphyxia and birth trauma,,0.2,0.21359,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,YEARS0-4,0-4 years,,,,,,,,CH12,Sepsis and other infectious conditions of the newborn,,0.1,0.05889,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,DAYS0-27,0-27 days,,,,,,,,CH13,Other Group 1 (postneonatal only),,0,0.03339,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,YEARS0-4,0-4 years,,,,,,,,CH15,Congenital anomalies,,0.1,0.12308,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,MONTHS1-59,1-59 months,,,,,,,,CH17,Injuries,,0.1,0.09497,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,YEARS0-4,0-4 years,,,,,,,,CH17,Injuries,,0.1,0.05199,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,DOM,Dominican Republic,,MONTHS1-59,1-59 months,,,,,,,,CH3,Diarrhoeal diseases,,0.2,0.15995,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,DOM,Dominican Republic,,MONTHS1-59,1-59 months,,,,,,,,CH6,Measles,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,DOM,Dominican Republic,,DAYS0-27,0-27 days,,,,,,,,CH8,Malaria,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,DOM,Dominican Republic,,DAYS0-27,0-27 days,,,,,,,,CH10,Prematurity,,0.4,0.41102,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,DOM,Dominican Republic,,YEARS0-4,0-4 years,,,,,,,,CH11,Birth asphyxia and birth trauma,,0.1,0.13308,,,,,
